TIME,CH1,CH2
-0.01,0.0941406,12.0719
-0.0099998,0.102891,12.075
-0.0099996,0.0921094,12.0469
-0.0099994,0.0964844,12.0687
-0.0099992,0.0944531,12.0719
-0.009999,0.106719,12.0328
-0.0099988,0.0830469,12.0547
-0.0099986,0.0736719,12.0875
-0.0099984,0.107969,12.0469
-0.0099982,0.0830469,12.0813
-0.009998,0.0964063,12.0281
-0.0099978,0.101094,12.0938
-0.0099976,0.132031,12.075
-0.0099974,0.102812,12.0594
-0.0099972,0.0910937,12.0797
-0.009997,0.101406,12.0469
-0.0099968,0.102109,12.0484
-0.0099966,0.0960938,12.0984
-0.0099964,0.113516,12.0609
-0.0099962,0.0949219,12.0625
-0.009996,0.0866406,12.1078
-0.0099958,0.0878125,12.0687
-0.0099956,0.0882031,12.0891
-0.0099954,0.0972656,12.0531
-0.0099952,0.0946094,12.0672
-0.009995,0.0815625,12.05
-0.0099948,0.122812,12.0609
-0.0099946,0.0920313,12.0531
-0.0099944,0.105781,12.0687
-0.0099942,0.113906,12.0859
-0.009994,0.109141,12.0531
-0.0099938,0.0907813,12.0531
-0.0099936,0.108359,12.0141
-0.0099934,0.103828,12.0562
-0.0099932,0.0975781,12.0625
-0.009993,0.0944531,12.0719
-0.0099928,0.11125,12.0266
-0.0099926,0.0896094,12.0328
-0.0099924,0.100703,12.05
-0.0099922,0.106641,12.0813
-0.009992,0.0890625,12.0469
-0.0099918,0.109609,12.0625
-0.0099916,0.0952344,12.0406
-0.0099914,0.107656,12.1062
-0.0099912,0.0947656,12.0391
-0.009991,0.103281,12.0969
-0.0099908,0.110547,12.0766
-0.0099906,0.100781,12.0406
-0.0099904,0.095625,12.1062
-0.0099902,0.0909375,12.1047
-0.00999,0.0771094,12.0594
-0.0099898,0.122188,12.0781
-0.0099896,0.0974219,12.0625
-0.0099894,0.0949219,12.0547
-0.0099892,0.111016,12.0531
-0.009989,0.109687,12.0828
-0.0099888,0.0958594,12.0875
-0.0099886,0.0966406,12.075
-0.0099884,0.101875,12.0938
-0.0099882,0.0925781,12.0719
-0.009988,0.113594,12.0797
-0.0099878,0.0992969,12.0813
