TIME,CH1,CH2
-0.0099098,0.0320312,8.79062
-0.0099096,0.0332813,8.7625
-0.0099094,0.0487109,8.7625
-0.0099092,0.0359766,8.775
-0.009909,0.0300781,8.78594
-0.0099088,0.0310938,8.76875
-0.0099086,0.03625,8.7625
-0.0099084,0.0479297,8.79688
-0.0099082,0.0471484,8.82031
-0.009908,0.0541797,8.775
-0.0099078,0.0465234,8.79375
-0.0099076,0.0366797,8.79844
-0.0099074,0.0399219,8.775
-0.0099072,0.0445313,8.79375
-0.009907,0.0464062,8.77344
-0.0099068,0.0357812,8.76406
-0.0099066,0.0119922,8.77969
-0.0099064,0.0253906,8.73281
-0.0099062,0.0244922,8.75937
-0.009906,0.0181641,8.8
-0.0099058,0.0359766,8.76406
-0.0099056,0.0276953,8.77812
-0.0099054,0.0497266,8.78281
-0.0099052,0.0333203,8.70312
-0.009905,0.0394141,8.75469
-0.0099048,0.0310547,8.73906
-0.0099046,0.0316016,8.7125
-0.0099044,0.0447266,8.7875
-0.0099042,0.0359766,8.73125
-0.009904,0.0354297,8.76562
-0.0099038,0.0277734,8.73906
-0.0099036,0.0311328,8.76094
-0.0099034,0.0283203,8.75781
-0.0099032,0.0397266,8.79844
-0.009903,0.0398047,8.79375
-0.0099028,0.040625,8.76562
-0.0099026,0.0316406,8.8125
-0.0099024,0.0233594,8.76406
-0.0099022,0.0436719,8.74062
-0.009902,0.0310547,8.71719
-0.0099018,0.0477734,8.76406
-0.0099016,0.0412891,8.77656
-0.0099014,0.0183203,8.7
-0.0099012,0.0412891,8.74531
-0.009901,0.0417188,8.73125
-0.0099008,0.0489453,8.75781
-0.0099006,0.0480469,8.71094
-0.0099004,0.0421094,8.75312
-0.0099002,0.0270703,8.7625
-0.0099,0.0238281,8.6875
-0.0098998,0.0401953,8.72812
-0.0098996,0.0302734,8.76406
-0.0098994,0.0548437,8.74062
-0.0098992,0.0382422,8.7375
-0.009899,0.0338672,8.75312
-0.0098988,0.0441797,8.74062
-0.0098986,0.0349219,8.72031
-0.0098984,0.0351172,8.72969
-0.0098982,0.0254297,8.74219
-0.009898,0.0279297,8.74687
-0.0098978,0.0434766,8.75312
-0.0098976,0.0401953,8.7375
-0.0098974,0.0194922,8.74844
-0.0098972,0.0450391,8.68281
-0.009897,0.0179297,8.78437
-0.0098968,0.0507812,8.72812
-0.0098966,0.0277344,8.69687
-0.0098964,0.0346875,8.75625
-0.0098962,0.0358984,8.77969
-0.009896,0.0351953,8.71094
-0.0098958,0.0325781,8.74062
-0.0098956,0.0496094,8.74375
-0.0098954,0.0208984,8.72344
-0.0098952,0.0460156,8.72187
-0.009895,0.0322656,8.72344
-0.0098948,0.0545313,8.68125
-0.0098946,0.0330859,8.70781
-0.0098944,0.0336719,8.71875
-0.0098942,0.0429688,8.72187
-0.009894,0.0274609,8.73594
-0.0098938,0.0413672,8.77031
-0.0098936,0.0432422,8.74844
-0.0098934,0.0320312,8.75
-0.0098932,0.046875,8.68906
-0.009893,0.0187891,8.74844
-0.0098928,0.0367578,8.72656
-0.0098926,0.0465234,8.74219
-0.0098924,0.0276953,8.71875
-0.0098922,0.0510938,8.73438
-0.009892,0.0363672,8.69062
-0.0098918,0.0535547,8.74531
-0.0098916,0.0283984,8.72969
-0.0098914,0.0371875,8.7125
-0.0098912,0.045,8.74844
-0.009891,0.0440234,8.74687
-0.0098908,0.03625,8.71406
-0.0098906,0.0288672,8.725
-0.0098904,0.0180859,8.75625
-0.0098902,0.0595703,8.73281
-0.00989,0.0248438,8.71094
-0.0098898,0.0422266,8.76094
-0.0098896,0.0429297,8.7125
-0.0098894,0.0348438,8.74844
-0.0098892,0.03375,8.69375
-0.009889,0.0243359,8.73281
-0.0098888,0.0351953,8.73281
-0.0098886,0.0396875,8.74062
-0.0098884,0.0207422,8.73594
-0.0098882,0.0297656,8.70937
-0.009888,0.0324219,8.7375
-0.0098878,0.0167578,8.71406
-0.0098876,0.030625,8.7
-0.0098874,0.0437891,8.77656
-0.0098872,0.0288281,8.75156
-0.009887,0.0467578,8.75156
-0.0098868,0.0397266,8.73125
-0.0098866,0.0342187,8.72969
-0.0098864,0.0443359,8.74062
-0.0098862,0.0451953,8.74375
-0.009886,0.0242969,8.70156
-0.0098858,0.0247656,8.79688
-0.0098856,0.0458203,8.75
-0.0098854,0.0383203,8.71875
-0.0098852,0.036875,8.72656
-0.009885,0.0326172,8.74531
-0.0098848,0.04875,8.7125
-0.0098846,0.0399609,8.69375
-0.0098844,0.0283594,8.73906
-0.0098842,0.0307422,8.71875
-0.009884,0.0455469,8.71406
-0.0098838,0.0362109,8.75156
-0.0098836,0.0522266,8.78594
-0.0098834,0.0433984,8.79219
-0.0098832,0.0311719,8.75781
-0.009883,0.0298047,8.71094
-0.0098828,0.0308984,8.75312
-0.0098826,0.0421094,8.73906
-0.0098824,0.0328125,8.73125
-0.0098822,0.0388281,8.7625
-0.009882,0.0451563,8.75625
-0.0098818,0.0460547,8.72812
-0.0098816,0.0219922,8.76406
-0.0098814,0.0212109,8.74531
-0.0098812,0.0266016,8.79062
-0.009881,0.04,8.775
-0.0098808,0.0277734,8.75937
-0.0098806,0.0312891,8.72656
-0.0098804,0.0501953,8.76562
-0.0098802,0.0266797,8.77187
-0.00988,0.0453906,8.78437
-0.0098798,0.0238281,8.77656
-0.0098796,0.0473438,8.74375
-0.0098794,0.0457422,8.75
-0.0098792,0.0347656,8.77969
-0.009879,0.0530469,8.77344
-0.0098788,0.0341016,8.79062
-0.0098786,0.0401563,8.77031
-0.0098784,0.0466797,8.78906
-0.0098782,0.0286328,8.77812
-0.009878,0.0379687,8.77344
-0.0098778,0.0222266,8.74531
-0.0098776,0.0427344,8.80312
-0.0098774,0.0354297,8.76875
-0.0098772,0.0295313,8.74531
-0.009877,0.0526172,8.79062
-0.0098768,0.0242969,8.76719
-0.0098766,0.0356641,8.77969
-0.0098764,0.0294141,8.75781
-0.0098762,0.031875,8.83906
-0.009876,0.0226563,8.78594
-0.0098758,0.0389453,8.77031
-0.0098756,0.0367188,8.76406
-0.0098754,0.0460938,8.78125
-0.0098752,0.0468359,8.79375
-0.009875,0.0373828,8.78125
-0.0098748,0.0350391,8.79531
-0.0098746,0.0598437,8.80937
-0.0098744,0.0488281,8.78594
-0.0098742,0.0316797,8.77031
-0.009874,0.0322656,8.79219
-0.0098738,0.0166016,8.77344
-0.0098736,0.0355859,8.77656
-0.0098734,0.0401172,8.80781
-0.0098732,0.0399219,8.78125
-0.009873,0.0465234,8.83594
-0.0098728,0.0394922,8.79062
-0.0098726,0.0424219,8.78906
-0.0098724,0.0294922,8.81875
-0.0098722,0.0428516,8.80781
-0.009872,0.0485937,8.79844
-0.0098718,0.0303125,8.77187
-0.0098716,0.0389844,8.7875
-0.0098714,0.0400781,8.8
-0.0098712,0.0358594,8.79062
-0.009871,0.0339063,8.81562
-0.0098708,0.0349609,8.81562
-0.0098706,0.0389453,8.81094
-0.0098704,0.0284766,8.79375
-0.0098702,0.0284375,8.76562
-0.00987,0.0282031,8.78437
-0.0098698,0.0241406,8.83437
-0.0098696,0.0283594,8.78594
-0.0098694,0.0405469,8.81562
-0.0098692,0.0346094,8.81094
-0.009869,0.0445313,8.83281
-0.0098688,0.0362891,8.83906
-0.0098686,0.0350781,8.80781
-0.0098684,0.0436328,8.76562
-0.0098682,0.0444922,8.81719
-0.009868,0.0361719,8.82656
-0.0098678,0.036875,8.79219
-0.0098676,0.0475391,8.82656
-0.0098674,0.0434375,8.79688
-0.0098672,0.0360938,8.81875
-0.009867,0.0447656,8.79375
-0.0098668,0.039375,8.8125
-0.0098666,0.0337109,8.8
-0.0098664,0.0428516,8.79062
-0.0098662,0.0401563,8.79688
-0.009866,0.0340625,8.83125
-0.0098658,0.0319141,8.80781
-0.0098656,0.0281641,8.83906
-0.0098654,0.0485937,8.83437
-0.0098652,0.0301562,8.79688
-0.009865,0.0362109,8.78906
-0.0098648,0.0481641,8.82656
-0.0098646,0.02,8.85625
-0.0098644,0.0359766,8.80312
-0.0098642,0.0262109,8.80469
-0.009864,0.0492187,8.7625
-0.0098638,0.0425,8.79062
-0.0098636,0.0322266,8.80781
-0.0098634,0.0278125,8.83281
-0.0098632,0.0391406,8.81562
-0.009863,0.0388281,8.82812
-0.0098628,0.0554297,8.8125
-0.0098626,0.0313281,8.84687
-0.0098624,0.0384766,8.81406
-0.0098622,0.0317578,8.80469
-0.009862,0.0536328,8.81094
-0.0098618,0.0332813,8.81562
-0.0098616,0.0344141,8.82344
-0.0098614,0.02625,8.82656
-0.0098612,0.0516016,8.80937
-0.009861,0.03625,8.78906
-0.0098608,0.0284375,8.82187
-0.0098606,0.0557422,8.79688
-0.0098604,0.0526562,8.80156
-0.0098602,0.0351562,8.81562
-0.00986,0.0382422,8.81562
-0.0098598,0.0460938,8.85781
-0.0098596,0.0330859,8.80156
-0.0098594,0.0459375,8.79375
-0.0098592,0.0475391,8.82187
-0.009859,0.0376172,8.78281
-0.0098588,0.0493359,8.81719
-0.0098586,0.0353906,8.75469
-0.0098584,0.0367188,8.83437
-0.0098582,0.0425781,8.84219
-0.009858,0.0278125,8.77031
-0.0098578,0.0432813,8.81719
-0.0098576,0.0379687,8.79844
-0.0098574,0.0391797,8.75781
-0.0098572,0.0382422,8.78594
-0.009857,0.0335547,8.7875
-0.0098568,0.0422266,8.78281
-0.0098566,0.0359375,8.79375
-0.0098564,0.0507422,8.78437
-0.0098562,0.0386719,8.79219
-0.009856,0.0448047,8.8125
-0.0098558,0.0130469,8.81875
-0.0098556,0.0425391,8.81562
-0.0098554,0.033125,8.825
-0.0098552,0.0519531,8.76094
-0.009855,0.0250391,8.79375
-0.0098548,0.0402344,8.80469
-0.0098546,0.0455078,8.76094
-0.0098544,0.0238672,8.77812
-0.0098542,0.0396094,8.80156
-0.009854,0.0242969,8.77812
-0.0098538,0.0425391,8.78281
-0.0098536,0.0401172,8.74844
-0.0098534,0.0404297,8.80937
-0.0098532,0.0259766,8.78437
-0.009853,0.0217578,8.77344
-0.0098528,0.0446094,8.76094
-0.0098526,0.0241016,8.79062
-0.0098524,0.0281641,8.7875
-0.0098522,0.0399219,8.80156
-0.009852,0.0260938,8.8125
-0.0098518,0.0415234,8.78906
-0.0098516,0.0269141,8.8
-0.0098514,0.0403516,8.79062
-0.0098512,0.0474609,8.77969
-0.009851,0.0187109,8.80312
-0.0098508,0.04375,8.78594
-0.0098506,0.0421875,8.80469
-0.0098504,0.0392969,8.72656
-0.0098502,0.0492578,8.81094
-0.00985,0.0244922,8.7375
-0.0098498,0.0454297,8.75937
-0.0098496,0.0369141,8.79062
-0.0098494,0.0398047,8.79062
-0.0098492,0.0305859,8.75469
-0.009849,0.0182813,8.775
-0.0098488,0.0344531,8.79531
-0.0098486,0.0440625,8.74531
-0.0098484,0.0377344,8.78906
-0.0098482,0.0217578,8.75625
-0.009848,0.0441406,8.77656
-0.0098478,0.0419531,8.76719
-0.0098476,0.0338672,8.77031
-0.0098474,0.02625,8.83906
-0.0098472,0.0536328,8.73125
-0.009847,0.0426563,8.78125
-0.0098468,0.03375,8.74687
-0.0098466,0.0333594,8.77656
-0.0098464,0.0389844,8.76094
-0.0098462,0.0335937,8.78906
-0.009846,0.0507812,8.78437
-0.0098458,0.0404297,8.7875
-0.0098456,0.0299609,8.78594
-0.0098454,0.0320312,8.78594
-0.0098452,0.0564062,8.75937
-0.009845,0.0359766,8.77969
-0.0098448,0.0428516,8.77656
-0.0098446,0.0236719,8.7625
-0.0098444,0.0257031,8.79688
-0.0098442,0.048125,8.79219
-0.009844,0.0369141,8.77344
-0.0098438,0.0373828,8.77187
-0.0098436,0.0504297,8.73594
-0.0098434,0.0330469,8.77656
-0.0098432,0.0488672,8.77187
-0.009843,0.0461719,8.7625
-0.0098428,0.0297266,8.73125
-0.0098426,0.0463281,8.81562
-0.0098424,0.0315625,8.76094
-0.0098422,0.0358594,8.74844
